Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
FromSoftware,https://www.crunchbase.com/organization/fromsoftware,"Tokyo, Tokyo, Japan","FromSoftware is a video game development company focusing on games for PlayStation, Xbox, Nintendo, Windows, and Wii platforms.","Console Games, Developer Tools, eSports, Gaming, Information Technology, Video Games","10,734",,,1,,2022-08-31,36399550000,JPY,261240476,Secondary Market,,,,,,,,36399550000,JPY,261240477,"Sony Interactive Entertainment, Sixjoy",1986-01-01,year,Active
VisionNav Robotics,https://www.crunchbase.com/organization/visionnav-robotics,"Acworth, Georgia, United States",Global Leading supplier of autonomous industrial vehicles and intralogistics automation solutions.,"Industrial Automation, Robotics","10,795",,,6,Late Stage Venture,2022-04-29,500000000,CNY,75660134,Series C,500000000,CNY,75660134,920000000,CNY,139186293,Series C,920000000,CNY,139186293,"Meituan, ByteDance, Shunwei Capital, Lenovo Capital and Incubator Group (LCIG), 5Y Capital",2016-02-01,day,Active
Cohere Technologies,https://www.crunchbase.com/organization/cohere-technologies,"San Jose, California, United States",Cohere is a software company focused on mobile technology.,"Communications Infrastructure, Computer, Information Technology, Software, Telecommunications","10,920",,,4,,2023-01-30,,,,Venture - Series Unknown,,,,81451027,USD,81451027,Venture - Series Unknown,81451027,USD,81451027,"Juniper Networks, Telstra, Employee Stock Option Fund, Lightspeed Venture Partners, VMware",2009-01-01,year,Active
Tiff's Treats,https://www.crunchbase.com/organization/tiffs-treats-holdings,"Austin, Texas, United States","Tiff's Treats is an operator of a line of bakery stores that produce classic, baked-to-order cookies, and brownies.","Bakery, Food and Beverage, Food Delivery, Hospitality, Restaurants","11,094",,,7,,2021-11-16,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,97200000,USD,97200000,Venture - Series Unknown,97200000,USD,97200000,"CIC Partners, Morgan Stanley Expansion Capital, Morrison Seger Venture Capital Partners, Salem Investment Partners, Rogers Healy",1999-01-01,year,Active
P0x Labs,https://www.crunchbase.com/organization/p0x-labs,"Boston, Massachusetts, United States",P0x Labs is the team behind Manta Network is a privacy-preserving technology operating on the Polkadot blockchain.,"Blockchain, Cryptocurrency, Information Technology","11,218",,,4,Early Stage Venture,2023-07-19,25000000,USD,25000000,Series A,25000000,USD,25000000,31600000,USD,31600000,Series A,31600000,USD,31600000,"LongHash Ventures, Polychain, Qiming Venture Partners, Multicoin Capital, Three Arrows Capital",2020-01-01,year,Active
Phylion Battery,https://www.crunchbase.com/organization/phylion-battery,"Suzhou, Jiangsu, China",Phylion Battery is a manufacturer of lithium-ion batteries for electric vehicles.,"Battery, Electric Vehicle, Manufacturing","11,384",,,4,,2022-03-14,950000000,CNY,149242007,Venture - Series Unknown,950000000,CNY,149242007,2272000000,CNY,349458436,Venture - Series Unknown,2272000000,CNY,349458436,"PCCW, Shenzhen Capital Group, CCB International, Yingke Capital, Legend Holdings",2003-12-01,month,Active
ABLY Corporation,https://www.crunchbase.com/organization/ably-corporation,"Seocho, Seoul-t'ukpyolsi, South Korea",ABLY Corporation is a fashion platform and application.,"Apps, Fashion, Shopping","11,660",,,5,Late Stage Venture,2023-03-23,39000000,USD,39000000,Debt Financing,67000000000,KRW,55803106,173000000000,KRW,148894677,Series C,187894677,USD,187894677,"Korea Development Bank, Smilegate Investment, Capstone Partners, LB Investment, SV Investment Corp",2015-08-05,day,Active
Nxtra Data,https://www.crunchbase.com/organization/nxtra-data,"Gurgaon, Haryana, India",Nxtra Data is an Information technology based company.,"Data Center, Information Services, Information Technology","11,916",,,1,Private Equity,2020-07-01,17880000000,INR,236961950,Private Equity,17880000000,INR,236961950,17880000000,INR,236961951,Private Equity,17880000000,INR,236961951,The Carlyle Group,2013-01-01,year,Active
Cosmose,https://www.crunchbase.com/organization/cosmose,"Singapore, Central Region, Singapore",Cosmose AI empowers oCommerce by synergizing offline and online for omnichannel and influence.,"Analytics, Artificial Intelligence (AI), Big Data, Location Based Services, Machine Learning, Retail","12,366",,,7,,2023-04-24,,,,Venture - Series Unknown,,,,27000000,USD,27000000,Venture - Series Unknown,27000000,USD,27000000,"Founders Factory, NEAR, OTB Ventures, Tiga Investments, TDJ Pitango Ventures",2014-01-01,year,Active
Source Photonics,https://www.crunchbase.com/organization/source-photonics,"West Hills, California, United States",Source Photonics is a provider of innovative and reliable technology that enables communications and data connectivity.,"Database, Infrastructure, Optical Communication","12,388",2016-09-27,day,4,M&A,2023-12-07,90000000,USD,90000000,Series D,90000000,USD,90000000,230000000,USD,230000000,Series D,230000000,USD,230000000,"Francisco Partners, Guangdong Haomei New Material, InSite Partners, Beijing Vantone Real Estate",1988-01-01,year,Active
SoftBank Robotics Holdings,https://www.crunchbase.com/organization/softbank-robotics,"Tokyo, Tokyo, Japan",SoftBank Robotics Holdings Offers robot-related products and services.,"Information Technology, Manufacturing, Robotics","12,677",,,1,,2015-06-18,236000000,USD,236000000,Venture - Series Unknown,236000000,USD,236000000,236000000,USD,236000000,Venture - Series Unknown,236000000,USD,236000000,"Alibaba Group, Foxconn Technology Group",2012-07-24,day,Active
KREAM Corporation,https://www.crunchbase.com/organization/kream-corporation,"Gyeongju, Kyongsang-bukto, South Korea",KREAM Corporation is a limited edition sneaker trading brokerage service provider.,"Information Technology, Marketplace, Retail","13,369",,,4,,2023-12-22,50000000000,KRW,38468640,Venture - Series Unknown,50000000000,KRW,38468640,410600000000,KRW,329720423,Venture - Series Unknown,410600000000,KRW,329720423,"Naver, SBVA, Altos Ventures, Mirae Asset Capital, Axiom Asia Private Capital",2020-01-01,year,Active
One Store,https://www.crunchbase.com/organization/one-store,"Seongnam, Kyonggi-do, South Korea",One Store is a mobile app market that allows users to download apps that are limited in Korea only.,"Apps, Information Technology, Marketing, Mobile, Software","14,193",,,5,,2024-02-06,10000000,USD,10000000,Corporate Round,10000000,USD,10000000,148951536,USD,148951536,Corporate Round,148951536,USD,148951536,"Microsoft, Krafton, Digital Turbine, KT Corp, DTCP",2016-03-01,day,Active
WayRay,https://www.crunchbase.com/organization/wayray,"Zürich, Zurich, Switzerland","WayRay is the first content-driven mobility, a global leader in holography, an avant-garde of optics, lasers&more. — a true deep tech.","Augmented Reality, Automotive, Consumer Electronics, Media and Entertainment, Navigation","14,245",,,3,Late Stage Venture,2018-09-18,80000000,USD,80000000,Series C,80000000,USD,80000000,108000000,USD,108000000,Series C,108000000,USD,108000000,"Alibaba Group, Hyundai Motor Company, Porsche Ventures, China Merchants Venture Capital, JVCKenwood",2012-06-01,month,Active
ki Mobility Solutions,https://www.crunchbase.com/organization/ki-mobility-solutions,"Chennai, Tamil Nadu, India",Ki Mobility Solutions focuses on the sale of auto parts and accessories and the provision of maintenance and repair services.,"Automotive, Sales","14,706",,,2,,2022-11-25,4875000000,INR,59691521,Corporate Round,4875000000,INR,59691521,5725000000,INR,71120639,Corporate Round,5725000000,INR,71120639,"Pratithi Investments, SeaLink Capital Partners, Castrol India",2018-09-30,day,Active
Renovate America,https://www.crunchbase.com/organization/renovate-america,"San Diego, California, United States",Renovate America is leading the way in making homes and communities more energy and water efficient.,"Energy Efficiency, Financial Services, Water","15,749",,,5,Private Equity,2017-02-28,200000000,USD,200000000,Debt Financing,90000000,USD,90000000,149750001,USD,149750001,Private Equity,349750001,USD,349750001,"Bank of America, DFJ Growth, Macquarie Capital, Spring Creek Investment Management, LLC, RockPort Capital",2008-01-01,year,Active
MicroPort Orthopedics,https://www.crunchbase.com/organization/microport-orthopedics,"Arlington, Tennessee, United States",MicroPort Orthopedics is a producer of orthopedic products and a member of the MicroPort Scientific Corporation family of companies.,"Health Care, Medical Device, Wellness","15,937",,,1,Private Equity,2020-05-13,580000000,CNY,81777677,Private Equity,580000000,CNY,81777677,580000000,CNY,81777678,Private Equity,580000000,CNY,81777678,"E Fund Management Co.,LTD., China Life Healthcare Fund, CQY Capital, Yuemintou Asset Management",2014-01-01,year,Active
Raspberry Pi Foundation,https://www.crunchbase.com/organization/raspberry-pi-foundation,"Cambridge, Cambridgeshire, United Kingdom","Raspberry Pi Foundation provides affordable, credit-card sized computers and software to promote computer science education.","Computer, Hardware, Information Technology, Software","16,748",2016-06-14,day,3,M&A,2023-11-02,,,,Corporate Round,,,,33000000,GBP,45084924,Corporate Round,33000000,GBP,45084924,"Arm Holdings, Lansdowne Partners, The Ezrah Charitable Trust, Sony Semiconductor",2008-01-01,year,Active
The SpringHill Company,https://www.crunchbase.com/organization/the-springhill-company,"Los Angeles, California, United States","The SpringHill Company is comprised of SpringHill Entertainment, Uninterrupted, and The Robot Company.",Media and Entertainment,"16,912",,,2,Private Equity,2021-10-14,,,,Private Equity,,,,100000000,USD,100000000,Private Equity,100000000,USD,100000000,"Epic Games, Dow Jones, Fenway Sports Group, Nike, Guggenheim Partners",2020-01-01,year,Active
Rezolve,https://www.crunchbase.com/organization/rezolve-04ea,"London, England, United Kingdom","Rezolve allows any kind of product or media to instantly trigger a highly relevant, contextual engagement between consumer and retailer","Advertising, Consulting, E-Commerce, Information Services, Information Technology, Mobile, Mobile Apps, Mobile Payments","17,452",,,1,,2021-03-16,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,"Future Fund, Lauder Partners",2016-03-01,month,Active
Codemao,https://www.crunchbase.com/organization/codemao,"Shenzhen, Guangdong, China",Codemao is an online education platform that teaches children about computer coding.,"Apps, E-Learning, EdTech, Education, Information Technology, Software","17,845",,,9,Late Stage Venture,2020-11-20,1300000000,CNY,198080146,Series D,1300000000,CNY,198080146,360395999,USD,360395999,Series D,360395999,USD,360395999,"Hillhouse Investment, BPEA EQT, CITIC Securities, SAIF Partners, Green Pine Capital Partners",2015-01-01,year,Active
Pocket FM,https://www.crunchbase.com/organization/pocket-fm,"Gurgaon, Haryana, India",Pocket FM creates audio series platforms for long-form audio entertainment.,"Apps, Audio, Digital Entertainment, Information Technology, Media and Entertainment, Software","17,867",,,8,Late Stage Venture,2024-03-15,103000000,USD,103000000,Series D,103000000,USD,103000000,196516015,USD,196516015,Series D,212516015,USD,212516015,"Naver, Tencent, StepStone Group, Times Internet, Lightspeed India Partners",2018-09-28,day,Active
Tizona Therapeutics,https://www.crunchbase.com/organization/tizona-therapeutics,"South San Francisco, California, United States",Tizona develops next-generation immunotherapies,"Biotechnology, Medical, Therapeutics","18,282",,,3,,2020-07-21,300000000,USD,300000000,Corporate Round,300000000,USD,300000000,370000000,USD,370000000,Corporate Round,370000000,USD,370000000,"Gilead Sciences, MPM Capital, Abingworth, Amgen Ventures, Lightstone Ventures",2014-01-01,year,Active
La Renon,https://www.crunchbase.com/organization/la-renon,"Ahmedabad, Gujarat, India",La Renon is a global healthcare company.,"Fitness, Health Care, Lifestyle","18,488",,,3,,2024-04-16,6000000000,INR,71712214,Secondary Market,30000000,USD,30000000,46000000,USD,46000000,Venture - Series Unknown,117712215,USD,117712215,"Chrys Capital, A91 Partners, Peak XV Partners",2007-01-01,year,Active
Boutiqaat,https://www.crunchbase.com/organization/boutiqaat,"Kuwait, Al Kuwayt, Kuwait",Boutiqaat offers cosmetics and beauty products for women in the Middle East.,"Beauty, Cosmetics, E-Commerce, Fashion, Marketing","18,530",,,2,Early Stage Venture,2019-07-03,,,,Series B,,,,45000000,USD,45000000,Series B,45000000,USD,45000000,Boubyan Petrochemical Company,2015-01-01,year,Active
Rong360,https://www.crunchbase.com/organization/rong360,"Beijing, Beijing, China",Rong 360 is a Chinese provider of customized financing and loan services.,"Credit, Finance, Financial Services","18,736",,,5,Late Stage Venture,2015-10-12,125000000,USD,125000000,Series D,125000000,USD,125000000,222000000,USD,222000000,Series D,222000000,USD,222000000,"Sequoia Capital, Sequoia Capital China, Lightspeed Venture Partners, Qunar.com, Kleiner Perkins",2011-01-01,year,Active
Axera,https://www.crunchbase.com/organization/axera,"Beijing, Beijing, China",Axera is a hight-tech semiconductor company focused on developing world class Artificial intelligence (AI) SoCs for computer applications.,"Artificial Intelligence (AI), Computer Vision, Software","19,174",,,4,Early Stage Venture,2022-01-17,800000000,CNY,126019974,Series A,800000000,CNY,126019974,800000000,CNY,126019974,Series A,800000000,CNY,126019974,"Meituan, Qiming Venture Partners, Hua Capital, Glory Ventures, Legend Star",2019-05-01,day,Active
Nothing,https://www.crunchbase.com/organization/nothing-4537,"London, England, United Kingdom",Nothing is a consumer tech company that develops a digital technology to connect products and services.,"Consumer, Consumer Electronics, Consumer Software, Information Technology","19,218",,,8,Late Stage Venture,2023-06-28,96000000,USD,96000000,Series C,96000000,USD,96000000,252882301,USD,252882301,Series C,252882301,USD,252882301,"Animoca Brands, Google Ventures, Crowdcube, Gaorong Capital, Kevin Lin",2020-01-01,year,Active
Esco Lifesciences,https://www.crunchbase.com/organization/esco-lifesciences,"Singapore, Central Region, Singapore","Esco Lifesciences provides enabling technologies, products, and services.",Biotechnology,"19,408",,,1,Early Stage Venture,2021-05-26,200000000,USD,200000000,Series A,200000000,USD,200000000,200000000,USD,200000000,Series A,200000000,USD,200000000,"Vivo Capital, EDBI, Novo Holdings, K3 Ventures, China Investment Corporation",1978-01-01,year,Active
Nixon,https://www.crunchbase.com/organization/nixon,"Encinitas, California, United States","Nixon is a global watch and accessories brand in the action sports category that offers watches, headphones, and mobile speakers.","Consumer, E-Commerce, Fashion, Lifestyle","20,093",,,2,Private Equity,2023-08-17,23145830,USD,23145830,Private Equity,23145830,USD,23145830,162145830,USD,162145830,Private Equity,162145830,USD,162145830,Trilantic Capital Partners,1997-01-01,year,Active
UnionTech,https://www.crunchbase.com/organization/uniontech,"Beijing, Beijing, China","UnionTech is a software company committed to providing safe, stable, intelligent, and easy-to-use operating system products and solutions.","Information Technology, Operating Systems, Software","20,304",,,3,Early Stage Venture,2024-03-26,913580000,CNY,126560919,Series B,913580000,CNY,126560919,2013580000,CNY,294738638,Series B,2013580000,CNY,294738638,"Beijing Information Industry Development Investment Fund, Jiashu Investment, Gaorong Capital, Shenzhen Capital Group, Beijing E-town International Investment & Development",2019-01-01,year,Active
Yeahmobi,https://www.crunchbase.com/organization/yeahmobi,"Beijing, Beijing, China",Yeahmobi is an intelligent mobile advertising platform.,"Ad Network, Advertising, Apps, Mobile, Mobile Advertising","20,845",,,3,Late Stage Venture,2016-12-19,639000000,CNY,91889559,Series C,639000000,CNY,91889559,131889560,USD,131889560,Series C,131889560,USD,131889560,"Jun Lei, Bohai Leasing, Shenzhen Qianhai Bochuang Private Equity Fund, Nanjing Huawen Hongsheng Startup Investment Fund, Xiaomi",2011-01-01,year,Active
Superhuman,https://www.crunchbase.com/organization/superhuman,"San Francisco, California, United States",Superhuman is a software platform that weaves social insights into a workflow.,"Email, Product Design, Productivity Tools, SaaS, Software","20,860",,,7,Late Stage Venture,2021-08-04,75000000,USD,75000000,Series C,75000000,USD,75000000,108000000,USD,108000000,Series C,108000000,USD,108000000,"Andreessen Horowitz, LAUNCH, Precursor Ventures, boldstart ventures, Yes VC",2014-01-01,year,Active
Coro,https://www.crunchbase.com/organization/coronet,"New York, New York, United States","Coro is a cybersecurity company that defends against malware, phishing, data leakage, network attacks, and insider threats.","Cloud Data Services, Cyber Security, Information Technology, Network Security","21,029",,,6,Late Stage Venture,2024-03-28,100000000,USD,100000000,Series D,100000000,USD,100000000,255000000,USD,255000000,Series D,255097655,USD,255097655,"Moniepoint, Ballistic Ventures, Jerusalem Venture Partners (JVP), One Peak, Neva SGR",2014-03-01,day,Active
Brandi,https://www.crunchbase.com/organization/brandi,"Yeoksamdong, Seoul-t'ukpyolsi, South Korea",Brandi is a vertical commerce company that creates B2C and B2B platforms for fashion and beauty shopping.,"Apps, B2B, B2C, E-Commerce, Shopping","21,345",,,9,,2022-07-20,67000000000,KRW,51027402,Venture - Series Unknown,67000000000,KRW,51027402,170909376420,KRW,139385612,Venture - Series Unknown,170909376420,KRW,139385612,"Naver, Mirae Asset Venture Investment, Korea Development Bank, SBI Investment, Atinum Partners",2014-12-12,day,Active
Hotel Urbano,https://www.crunchbase.com/organization/hotel-urbano,"Rio De Janeiro, Rio de Janeiro, Brazil","Hotel Urbano, a.k.a Hurb, is an online platform that enables travelers to find and reserve accommodation and activities.","Hospitality, Information Services, Internet, Online Portals, Reservations, Tour Operator, Tourism, Travel, Travel Accommodations, Travel Agency","21,755",,,5,Late Stage Venture,2015-07-06,60000000,USD,60000000,Series E,60000000,USD,60000000,135000000,USD,135000000,Series E,135000000,USD,135000000,"Booking Holdings, Insight Partners, Tiger Global Management",2011-01-01,year,Active
Pryon,https://www.crunchbase.com/organization/pryon,"Raleigh, North Carolina, United States",Pryon is an AI company that focuses on enterprise knowledge management.,"Artificial Intelligence (AI), Computer Vision, Generative AI, Knowledge Management, Machine Learning, Natural Language Processing, SaaS, Search Engine","22,160",,,7,,2024-01-11,77994,USD,77994,Venture - Series Unknown,77994,USD,77994,156127994,USD,156127994,Venture - Series Unknown,159127994,USD,159127994,"Gaingels, Plug and Play, US Innovative Technology Fund, Silicon Valley Bank, Breyer Capital",2017-08-31,day,Active
Shadowfax,https://www.crunchbase.com/organization/shadowfax-technologies,"Bangalore, Karnataka, India",Shadowfax is an on-demand logistics network that provides tech-enabled one-stop delivery solutions.,"Delivery Service, E-Commerce, Logistics, Supply Chain Management","22,646",,,10,Late Stage Venture,2024-02-28,,,,Debt Financing,100000000,USD,100000000,212793248,USD,212793248,Series E,212793248,USD,212793248,"Mirae Asset, TPG, Flipkart, International Finance Corporation, Eight Roads Ventures",2015-01-01,year,Active
Greenlabs,https://www.crunchbase.com/organization/greenlabsglobal,"Seoul, Seoul-t'ukpyolsi, South Korea",Greenlabs is an agri-tech company that provides a digital agricultural platform for farm management.,"Agriculture, AgTech, Farming, Software","23,128",,,6,Late Stage Venture,2023-03-30,50000000000,KRW,38554216,Debt Financing,140000000,USD,140000000,196745225,USD,196745225,Series C,235299442,USD,235299442,"Hashed, BRV Capital Management, Magna Investment, CKD Venture Capital Corporation, Mainstreet Investment",2017-05-01,month,Active
FADU,https://www.crunchbase.com/organization/fadu,"Yeoksamdong, Seoul-t'ukpyolsi, South Korea",FADU is a semiconductor fabless company focusing on memory and storage solution.,"Data Storage, Manufacturing, Semiconductor","23,375",,,6,,2023-02-28,12000000000,KRW,9077155,Venture - Series Unknown,12000000000,KRW,9077155,83600000000,KRW,70255247,Venture - Series Unknown,83600000000,KRW,70255247,"Capstone Partners, SK Group, Company K Partners, IBK Capital, KDB Industrial Bank",2015-06-30,day,Active
Alma,https://www.crunchbase.com/organization/alma-health,"New York, New York, United States",Alma is a membership-based network for mental health care providers.,"Health Care, Medical, Mental Health, Wellness","23,629",,,5,Late Stage Venture,2022-08-23,130000000,USD,130000000,Series D,130000000,USD,130000000,220500000,USD,220500000,Series D,220500000,USD,220500000,"Primary Venture Partners, Insight Partners, Scott Belsky, Tusk Venture Partners, Optum Ventures",2018-01-01,year,Active
Blueground,https://www.crunchbase.com/organization/blueground,"New York, New York, United States",Blueground provides furnished apartments.,"Hospitality, Property Management, PropTech, Real Estate","23,917",,,12,Late Stage Venture,2024-03-28,45000000,USD,45000000,Series D,45000000,USD,45000000,261679151,USD,261679151,Series D,301679151,USD,301679151,"HSBC, Morgan Stanley, Barclays, National Bank of Greece, Silicon Valley Bank",2013-04-01,day,Active
WEKA,https://www.crunchbase.com/organization/weka-io,"Campbell, California, United States","WEKA is a global data platform company that delivers a cloud-native, software-based data platform for AI & next-generation workloads","Artificial Intelligence (AI), Cloud Storage, Data Center, Data Management, Information Technology, Software","23,988",,,5,Late Stage Venture,2022-11-15,135000000,USD,135000000,Series D,135000000,USD,135000000,275100000,USD,275100000,Series D,275100000,USD,275100000,"NVIDIA, Seagate Technology, Qualcomm, Qualcomm Ventures, Celesta Capital",2013-11-26,day,Active
Animoca Brands KK,https://www.crunchbase.com/organization/animoca-brands-kk,"Fukuoka, Fukuoka, Japan",Animoca Brands KK support the global strategy of Web3.0 for Japanese intellectual property and content (IP) holders.,"Blockchain, Information Technology, Intellectual Property, Web3","24,017",,,2,Early Stage Venture,2022-08-26,45000000,USD,45000000,Series A,45000000,USD,45000000,54512238,USD,54512238,Series A,54512238,USD,54512238,"MUFG Bank, Sumitomo Mitsui Trust Bank, MCP Asset Management Company, Kodansha, Nishi-Nippon Railroad",2021-10-01,month,Active
Brightwheel,https://www.crunchbase.com/organization/brightwheel,"San Francisco, California, United States",Brightwheel is a software platform for preschools and childcare providers.,"Education, Primary Education, SaaS, Software","24,611",,,7,Late Stage Venture,2021-02-03,55000000,USD,55000000,Series C,55000000,USD,55000000,88800000,USD,88800000,Series C,88800000,USD,88800000,"Notable Capital, ICONIQ Capital, Emerson Collective, Eniac Ventures, Omidyar Network",2014-01-01,year,Active
Indegene Lifesystems,https://www.crunchbase.com/organization/indegene-lifesystems-pvt-ltd,"Iselin, New Jersey, United States","Indegene helps global healthcare organizations address complex challenges by seamlessly integrating Analytics, Technology.","Analytics, Health Care, Information Technology, Software","25,164",,,1,,2021-02-03,200000000,USD,200000000,Secondary Market,,,,,,,,200000000,USD,200000000,"The Carlyle Group, Brighton Park Capital",1998-01-01,year,Active
Airbase,https://www.crunchbase.com/organization/airbase,"San Francisco, California, United States",Airbase is a software company that offers spend management software for bill payments and reporting.,"Finance, Financial Services, FinTech","25,676",,,5,,2022-07-15,150000000,USD,150000000,Debt Financing,11000000,USD,11000000,101500000,USD,101500000,Venture - Series Unknown,251500000,USD,251500000,"Alumni Ventures, Bain Capital Ventures, Goldman Sachs, American Express Ventures, BoxGroup",2017-01-01,year,Active
Cleo,https://www.crunchbase.com/organization/cleo-ai,"London, England, United Kingdom",Cleo turns your complicated financial life into a conversation – the same kind you’d have with a friend.,"Artificial Intelligence (AI), Finance, Financial Services, FinTech","25,821",,,6,Late Stage Venture,2022-06-16,65800000,GBP,81267275,Series C,65800000,GBP,81267275,138767275,USD,138767275,Series C,138767275,USD,138767275,"Entrepreneur First, TriplePoint Capital, Sofina, Redbus Ventures, EQT Ventures",2016-01-01,day,Active
Novo,https://www.crunchbase.com/organization/novo,"Miami, Florida, United States","Novo provides a digital banking platform for small business owners, entrepreneurs, and freelancers.","B2B, Banking, Financial Services, FinTech","25,879",,,9,Early Stage Venture,2023-08-01,125000000,USD,125000000,Debt Financing,35000000,USD,35000000,170500000,USD,170500000,Series B,295500000,USD,295500000,"Notable Capital, Techstars, Hack VC, Valar Ventures, Right Side Capital Management",2016-01-01,year,Active
Fountain,https://www.crunchbase.com/organization/fountain,"San Francisco, California, United States",Fountain is a talent platform that develops to make workforce management and hiring easier.,"Human Resources, SaaS, Software","26,222",,,6,Late Stage Venture,2022-06-15,100000000,USD,100000000,Series C,100000000,USD,100000000,218870000,USD,218870000,Series C,218870000,USD,218870000,"Ilya Fushman, B Capital, Y Combinator, DCM Ventures, Crosslink Capital",2014-01-01,year,Active
Entrepreneur First,https://www.crunchbase.com/organization/entrepreneur-first,"London, England, United Kingdom",Entrepreneur First brings ambitious founders together to build globally important technology companies.,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Venture Capital","26,342",,,5,Late Stage Venture,2022-06-28,129900000,GBP,158316555,Series C,129900000,GBP,158316555,180358758,USD,180358758,Series C,180358758,USD,180358758,"SoftBank, Andreessen Horowitz, Sequoia Capital, Google Ventures, Founders Fund",2011-09-01,day,Active
Substack,https://www.crunchbase.com/organization/substack,"San Francisco, California, United States",Substack is a subscription-based newsletter publishing platform for independent writers.,"Content Creators, Media and Entertainment, News, Publishing, Subscription Service","26,710",,,5,,2023-05-26,7809219,USD,7809219,Equity Crowdfunding,7809219,USD,7809219,90229219,USD,90229219,Equity Crowdfunding,90229219,USD,90229219,"Andreessen Horowitz, Y Combinator, UpHonest Capital, Fifty Years, J17 Capital",2017-01-01,year,Active
Tonal,https://www.crunchbase.com/organization/tonal,"San Francisco, California, United States",Tonal is a smart home gym that uses artificial intelligence and coaching to provide strength training.,"Artificial Intelligence (AI), Consumer Electronics, Fitness, Machine Learning, Personal Health","26,721",,,7,,2023-04-10,130000000,USD,130000000,Venture - Series Unknown,130000000,USD,130000000,580000000,USD,580000000,Venture - Series Unknown,580000000,USD,580000000,"L Catterton, Sapphire Ventures, Dragoneer Investment Group, Firebolt Ventures, Kindred Ventures",2015-01-01,year,Active
Parafin,https://www.crunchbase.com/organization/parafin-1b48,"San Francisco, California, United States",Growing small businesses through embedded financial services enabled on the very platforms on which SMBs sell & transact,"Financial Services, FinTech, Infrastructure, Small and Medium Businesses","26,746",,,5,Early Stage Venture,2024-04-10,125000000,USD,125000000,Debt Financing,60000000,USD,60000000,94000000,USD,94000000,Series B,369000000,USD,369000000,"Trinity Capital, Jefferies Financial Group, Thrive Capital, Atalaya Capital, Silicon Valley Bank",2020-01-01,year,Active
Porter,https://www.crunchbase.com/organization/the-porter,"Bangalore, Karnataka, India",Porter is an end-to-end logistics platform designed to help businesses optimize their last-mile delivery operations.,"Fleet Management, Internet, Last Mile Transportation, Logistics","26,848",,,7,Late Stage Venture,2021-10-25,7500000000,INR,99879678,Series E,7500000000,INR,99879678,131949765,USD,131949765,Series E,131949765,USD,131949765,"Mahindra Rise, Lightrock, InnoVen Capital, Tiger Global Management, Vitruvian Partners",2014-08-01,month,Active
Inworld AI,https://www.crunchbase.com/organization/inworld-ai,"Mountain View, California, United States",Inworld AI is a character engine for creating AI NPCs in games and interactive experiences.,"Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning, Virtual Reality","26,943",,,6,,2023-08-02,56000000,USD,56000000,Venture - Series Unknown,56000000,USD,56000000,125700000,USD,125700000,Venture - Series Unknown,125700000,USD,125700000,"Meta, BITKRAFT Ventures, Sequoia Capital, Stanford University, Lightspeed Venture Partners",2021-07-12,day,Active
Saturnbird Coffee,https://www.crunchbase.com/organization/saturnbird-coffee,"Changsha, Jiangsu, China",Saturnbird Coffee is a ground coffee brand.,Coffee,"26,950",,,4,Early Stage Venture,2021-06-24,16000000,USD,16000000,Series B,16000000,USD,16000000,32108518,USD,32108518,Series B,32108518,USD,32108518,"Sequoia Capital China, Frees Fund, IDG Capital, GGV Capital, Tiantu Capital",2011-01-01,year,Active
Supermonkey,https://www.crunchbase.com/organization/supermonkey,"Shenzhen, Guangdong, China",Supermonkey develops and operates a mobile based application that offers fitness services.,"Apps, Fitness, Health Care, Mobile, Wellness","26,985",,,7,Late Stage Venture,2021-05-06,100000000,CNY,15469818,Series E,100000000,CNY,15469818,76596689,USD,76596689,Series E,76596689,USD,76596689,"CICC, PreAngel, Fosun RZ Capital, Lijie Wang, Ventech China",2014-01-01,year,Active
Tide,https://www.crunchbase.com/organization/tide-2,"London, England, United Kingdom",Tide is a business banking platform with a mission to save small businesses time and money on their banking and admin.,"Banking, Credit, Financial Services, FinTech, Mobile Apps","27,330",,,10,Late Stage Venture,2021-07-12,100000000,USD,100000000,Series C,100000000,USD,100000000,176736961,USD,176736961,Series C,195236961,USD,195236961,"Augmentum Fintech, Creandum, MS&AD Ventures, Speedinvest, Hambro Perks Ltd.",2015-01-01,year,Active
